"","PlayerId","Name","Salary","Team","Position.x","Opp","IsHome","PMIN","Points","Ceil","Floor","O.U","Total","Position.y","averageMinutes","cumPercAttemptedPerMinute","lastGameAttemptedPerMin","lastYeartwoPerc","cumTwoPerc","lastYearThreePerc","cumThreePerc","lastYearThreeProp","cumThreeProp","cumFtMadePerFgAttempted","lastYearFgAttemptedPerGame","lastYearSetOfFtsPerFg","cumSetOfFtsPerFgAttempted","lastYearExtraProb","cumExtraProb","lastYearFtPerc","cumFtPerc","LastYearFTAttempted","LastYearNumbGames","gamesPlayedSeason","cumFgAttemptedPerGame","timestamp"
"65",4280151,"Corey Kispert",3700,"WAS","SF}","MEM","UNKNOWN",22,13.13,21.15,6.32,NA,NA,"SF",18,0.00401606425702811,0.00401606425702811,0.628865979381443,0,0.35,0,0.622568093385214,0.833333333333333,0.333333333333333,6.67532467532468,0.0486381322957198,0.166666666666667,0.155844155844156,0,0.870967741935484,1,62,77,1,6,1667757481.56868
"66",4396907,"Darius Garland",7900,"CLE","SG\/PG}","LAL","UNKNOWN",35,40.07,53.51,29.01,NA,NA,"PG",27.5,0.00575243965074474,0.00476190476190476,0.509186351706037,0.375,0.381856540084388,0.416666666666667,0.383495145631068,0.428571428571429,0.214285714285714,17.4084507042254,0.0906148867313916,0.107142857142857,0.352112676056338,0.5,0.891566265060241,0.857142857142857,249,71,2,14,1667757481.56868
"67",4396991,"Talen Horton-Tucker",4400,"UTA","SG\/SF}","LAC","UNKNOWN",16,13.66,21.13,7.47,NA,NA,"SG",16.3,0.00455665105958647,0.00424757281553398,0.489971346704871,0.55,0.261111111111111,0.206896551724138,0.340264650283554,0.420289855072464,0.115942028985507,8.96610169491525,0.10586011342155,0.072463768115942,0.169491525423729,0.1,0.80327868852459,0.727272727272727,122,59,10,6.9,1667757481.56868
"68",4397002,"Ayo Dosunmu",5400,"CHI","PG\/SG}","TOR","UNKNOWN",32,22.18,32.4,14.21,NA,NA,"SG",30.3333333333333,0.00367693143358543,0.00332363938512671,0.588397790055249,0.571428571428571,0.366834170854271,0.40625,0.354723707664884,0.363636363636364,0.0909090909090909,6.84146341463415,0.0623885918003565,0.0454545454545455,0.109756097560976,0,0.683544303797468,1,79,82,9,9.77777777777778,1667757481.56868
"69",4397885,"Dalano Banton",3600,"TOR","PG}","CHI","UNKNOWN",4,3.31,6.87,0.48,NA,NA,"PG",7.88888888888889,0.00412487440286273,0.00284090909090909,0.470588235294118,0.533333333333333,0.254901960784314,0.454545454545455,0.25,0.423076923076923,0.0769230769230769,3,0.107843137254902,0.0384615384615385,0.0882352941176471,0,0.58,1,50,68,9,2.88888888888889,1667757481.56868
"70",4401416,"Juan Toscano-Anderson",3700,"LAL","PF}","CLE","UNKNOWN",13,7.34,12.58,2.88,NA,NA,"SF",16.2,0.00204398659144796,0,0.581699346405229,0.714285714285714,0.326086956521739,0.125,0.375510204081633,0.533333333333333,0.2,2.81609195402299,0.13469387755102,0.0666666666666667,0.0804597701149425,0.2,0.561643835616438,1,73,87,5,3,1667757481.56868
"71",4431679,"Precious Achiuwa",4500,"TOR","PF\/C}","CHI","UNKNOWN",26,22.97,32.4,15.69,NA,NA,"PF",22.7777777777778,0.00395616471809274,0.00378787878787879,0.474120082815735,0.479166666666667,0.354651162790698,0.208333333333333,0.262595419847328,0.333333333333333,0.347222222222222,8.29113924050633,0.0946564885496183,0.180555555555556,0.215189873417722,0.333333333333333,0.595744680851064,0.862068965517241,141,79,9,8,1667757481.56868
"72",4431687,"Patrick Williams",4100,"CHI","SF\/PF}","TOR","UNKNOWN",31,19.86,27.92,11.82,NA,NA,"PF",24.3,0.00331491189437744,0.0036144578313253,0.545454545454545,0.558139534883721,0.44,0.333333333333333,0.335570469798658,0.385714285714286,0.142857142857143,6.77272727272727,0.161073825503356,0.0714285714285714,0.181818181818182,0.1,0.730769230769231,0.909090909090909,52,22,10,7,1667757481.56868
"73",4431778,"Christian Koloko",4000,"TOR","C}","CHI","UNKNOWN",16,15.39,22.34,9.43,NA,NA,"F",15.7777777777778,0.00190378818593665,0.00189393939393939,NA,0.478260869565217,NA,0,NA,0.0416666666666667,0.208333333333333,NA,NA,0.208333333333333,NA,0.111111111111111,NA,0.454545454545455,NA,NA,9,2.66666666666667,1667757481.56868
"74",4432158,"Evan Mobley",6600,"CLE","PF\/C}","LAL","UNKNOWN",33,32.69,42.7,22.96,NA,NA,"PF",33.75,0.00367204811649256,0.00576131687242798,0.543421052631579,0.597402597402597,0.252631578947368,0.2,0.111111111111111,0.114942528735632,0.264367816091954,12.0422535211268,0.136842105263158,0.172413793103448,0.366197183098592,0,0.665384615384615,0.766666666666667,260,71,8,10.875,1667757481.56868
"75",4432822,"Isaac Okoro",3600,"CLE","SF\/SG}","LAL","UNKNOWN",10,4.58,9.43,1.35,NA,NA,"SF",16,0.00213675213675214,0.00322061191626409,0.557971014492754,0.615384615384615,0.341614906832298,0,0.368421052631579,0.458333333333333,0.125,6.33333333333333,0.167048054919908,0.0416666666666667,0.173913043478261,0.125,0.765822784810127,1,158,69,8,3,1667757481.56868
"76",4433134,"Scottie Barnes",7100,"TOR","PF\/SF}","CHI","UNKNOWN",38,38.15,49.22,28,NA,NA,"SF",30.25,0.00435825808769835,0.00358851674641148,0.542262678803641,0.53968253968254,0.292682926829268,0.419354838709677,0.21047227926078,0.329787234042553,0.127659574468085,12.4871794871795,0.109856262833676,0.0638297872340425,0.217948717948718,0.375,0.74025974025974,0.8,231,78,8,11.75,1667757481.56868
"77",4433136,"Walker Kessler",4300,"UTA","C}","LAC","UNKNOWN",10,8.39,14.42,3.93,NA,NA,"C",14,0.00226586102719033,0.00441306266548985,NA,0.666666666666667,NA,NA,NA,0,0.428571428571429,NA,NA,0.333333333333333,NA,0.142857142857143,NA,0.6,NA,NA,7,3,1667757481.56868
"78",4592691,"Jake LaRavia",3900,"MEM","PF}","WAS","UNKNOWN",4,2.98,7.75,0,NA,NA,"F",18.3333333333333,0.00258827288704266,0.00214822771213749,NA,0.4,NA,0.529411764705882,NA,0.62962962962963,0.185185185185185,NA,NA,0.0740740740740741,NA,0.166666666666667,NA,1,NA,NA,6,4.5,1667757481.56868
"79",4593041,"David Roddy",4000,"MEM","PF}","WAS","UNKNOWN",19,14.11,20.91,7.81,NA,NA,"G",20.8888888888889,0.00345233224222586,0.00291545189504373,NA,0.458333333333333,NA,0.25,NA,0.6,0.1,NA,NA,0.0666666666666667,NA,0,NA,0.75,NA,NA,9,6.66666666666667,1667757481.56868
"80",4593125,"Santi Aldama",4600,"MEM","PF}","WAS","UNKNOWN",29,19.04,27.2,11.87,NA,NA,"PF",28.5555555555556,0.00315680185573182,0.0043731778425656,0.55952380952381,0.571428571428571,0.125,0.303030303030303,0.363636363636364,0.44,0.173333333333333,4.125,0.106060606060606,0.106666666666667,0.125,0.333333333333333,0.625,0.684210526315789,32,32,9,8.33333333333333,1667757481.56868
"81",4683021,"Deni Avdija",3900,"WAS","SF\/PF}","MEM","UNKNOWN",22,16.29,24.56,9.57,NA,NA,"SF",19,0.00252904989747095,0.00273822562979189,0.525,0.454545454545455,0.316602316602317,0.333333333333333,0.447322970639033,0.405405405405405,0.216216216216216,7.0609756097561,0.105354058721934,0.135135135135135,0.170731707317073,0,0.757352941176471,0.8,136,82,9,4.11111111111111,1667757481.56868
